"Seconds","Leaf","V","plant","Genotype","Stim","Date","DayTime","Plot","id"
519,"L13",-6.31734,2,"example1","CG",241010,"14:31:53.770","Yes",2
520,"L13",-6.28127,2,"example1","CG",241010,"14:31:54.770","Yes",2
521,"L13",-6.23406,2,"example1","CG",241010,"14:31:55.770","Yes",2
522,"L13",-6.2019,2,"example1","CG",241010,"14:31:56.770","Yes",2
523,"L13",-6.18208,2,"example1","CG",241010,"14:31:57.770","Yes",2
0,"L08",-0.829266,1,"example1","CG",241010,"14:41:50.414","Yes",3
1,"L08",-0.828925,1,"example1","CG",241010,"14:41:51.414","Yes",3
2,"L08",-0.828805,1,"example1","CG",241010,"14:41:52.414","Yes",3
3,"L08",-0.972588,1,"example1","CG",241010,"14:41:53.414","Yes",3
4,"L08",-1.0206,1,"example1","CG",241010,"14:41:54.414","Yes",3
5,"L08",-0.885742,1,"example1","CG",241010,"14:41:55.414","Yes",3
6,"L08",-0.839671,1,"example1","CG",241010,"14:41:56.414","Yes",3
7,"L08",-0.787737,1,"example1","CG",241010,"14:41:57.414","Yes",3
8,"L08",-0.816203,1,"example1","CG",241010,"14:41:58.414","Yes",3
9,"L08",-0.8307,1,"example1","CG",241010,"14:41:59.414","Yes",3
10,"L08",-0.791965,1,"example1","CG",241010,"14:42:00.414","Yes",3
11,"L08",-0.75947,1,"example1","CG",241010,"14:42:01.414","Yes",3
12,"L08",-0.706596,1,"example1","CG",241010,"14:42:02.414","Yes",3
13,"L08",-0.668635,1,"example1","CG",241010,"14:42:03.414","Yes",3
14,"L08",-0.654192,1,"example1","CG",241010,"14:42:04.414","Yes",3
15,"L08",-0.607444,1,"example1","CG",241010,"14:42:05.414","Yes",3
16,"L08",-0.573039,1,"example1","CG",241010,"14:42:06.414","Yes",3
17,"L08",-0.55759,1,"example1","CG",241010,"14:42:07.414","Yes",3
18,"L08",-0.536791,1,"example1","CG",241010,"14:42:08.414","Yes",3
19,"L08",-0.599026,1,"example1","CG",241010,"14:42:09.414","Yes",3
20,"L08",-0.621689,1,"example1","CG",241010,"14:42:10.414","Yes",3
21,"L08",-0.630413,1,"example1","CG",241010,"14:42:11.414","Yes",3
22,"L08",-0.655388,1,"example1","CG",241010,"14:42:12.414","Yes",3
23,"L08",-0.737036,1,"example1","CG",241010,"14:42:13.414","Yes",3
24,"L08",-0.773342,1,"example1","CG",241010,"14:42:14.414","Yes",3
25,"L08",-0.683185,1,"example1","CG",241010,"14:42:15.414","Yes",3
26,"L08",-0.615086,1,"example1","CG",241010,"14:42:16.414","Yes",3
27,"L08",-0.546465,1,"example1","CG",241010,"14:42:17.414","Yes",3
28,"L08",-0.516158,1,"example1","CG",241010,"14:42:18.414","Yes",3
29,"L08",-0.43744,1,"example1","CG",241010,"14:42:19.414","Yes",3
30,"L08",-0.385929,1,"example1","CG",241010,"14:42:20.414","Yes",3
31,"L08",-0.307097,1,"example1","CG",241010,"14:42:21.414","Yes",3
32,"L08",-0.303776,1,"example1","CG",241010,"14:42:22.414","Yes",3
33,"L08",-0.299964,1,"example1","CG",241010,"14:42:23.414","Yes",3
34,"L08",-0.294227,1,"example1","CG",241010,"14:42:24.414","Yes",3
35,"L08",-0.277964,1,"example1","CG",241010,"14:42:25.414","Yes",3
36,"L08",-0.285892,1,"example1","CG",241010,"14:42:26.414","Yes",3
37,"L08",-0.291185,1,"example1","CG",241010,"14:42:27.414","Yes",3
38,"L08",-0.256061,1,"example1","CG",241010,"14:42:28.414","Yes",3
39,"L08",-0.181521,1,"example1","CG",241010,"14:42:29.414","Yes",3
40,"L08",-0.181462,1,"example1","CG",241010,"14:42:30.414","Yes",3
41,"L08",-0.187226,1,"example1","CG",241010,"14:42:31.414","Yes",3
42,"L08",-0.117643,1,"example1","CG",241010,"14:42:32.414","Yes",3
43,"L08",-0.0563958,1,"example1","CG",241010,"14:42:33.414","Yes",3
44,"L08",-0.0202314,1,"example1","CG",241010,"14:42:34.414","Yes",3
45,"L08",-0.000161377,1,"example1","CG",241010,"14:42:35.414","Yes",3
46,"L08",-0.00135423,1,"example1","CG",241010,"14:42:36.414","Yes",3
47,"L08",0.00327323,1,"example1","CG",241010,"14:42:37.414","Yes",3
48,"L08",0.00762649,1,"example1","CG",241010,"14:42:38.414","Yes",3
49,"L08",0.0305621,1,"example1","CG",241010,"14:42:39.414","Yes",3
50,"L08",0.0243592,1,"example1","CG",241010,"14:42:40.414","Yes",3
51,"L08",0.0476042,1,"example1","CG",241010,"14:42:41.414","Yes",3
52,"L08",0.0296728,1,"example1","CG",241010,"14:42:42.414","Yes",3
53,"L08",0.0349784,1,"example1","CG",241010,"14:42:43.414","Yes",3
54,"L08",0.0609589,1,"example1","CG",241010,"14:42:44.414","Yes",3
55,"L08",0.104854,1,"example1","CG",241010,"14:42:45.414","Yes",3
56,"L08",0.139057,1,"example1","CG",241010,"14:42:46.414","Yes",3
57,"L08",0.164149,1,"example1","CG",241010,"14:42:47.414","Yes",3
58,"L08",0.171937,1,"example1","CG",241010,"14:42:48.414","Yes",3
59,"L08",0.182935,1,"example1","CG",241010,"14:42:49.414","Yes",3
60,"L08",0.192137,1,"example1","CG",241010,"14:42:50.414","Yes",3
61,"L08",0.201078,1,"example1","CG",241010,"14:42:51.414","Yes",3
62,"L08",0.197307,1,"example1","CG",241010,"14:42:52.414","Yes",3
63,"L08",0.198843,1,"example1","CG",241010,"14:42:53.414","Yes",3
64,"L08",0.228933,1,"example1","CG",241010,"14:42:54.414","Yes",3
65,"L08",0.267674,1,"example1","CG",241010,"14:42:55.414","Yes",3
66,"L08",0.287246,1,"example1","CG",241010,"14:42:56.414","Yes",3
67,"L08",0.293384,1,"example1","CG",241010,"14:42:57.414","Yes",3
68,"L08",0.310905,1,"example1","CG",241010,"14:42:58.414","Yes",3
69,"L08",0.341668,1,"example1","CG",241010,"14:42:59.414","Yes",3
70,"L08",0.376516,1,"example1","CG",241010,"14:43:00.414","Yes",3
71,"L08",0.405499,1,"example1","CG",241010,"14:43:01.414","Yes",3
72,"L08",0.399027,1,"example1","CG",241010,"14:43:02.414","Yes",3
73,"L08",0.392496,1,"example1","CG",241010,"14:43:03.414","Yes",3
74,"L08",0.366711,1,"example1","CG",241010,"14:43:04.414","Yes",3
75,"L08",0.362112,1,"example1","CG",241010,"14:43:05.414","Yes",3
76,"L08",0.396114,1,"example1","CG",241010,"14:43:06.414","Yes",3
77,"L08",0.410129,1,"example1","CG",241010,"14:43:07.414","Yes",3
78,"L08",0.39861,1,"example1","CG",241010,"14:43:08.414","Yes",3
79,"L08",0.448311,1,"example1","CG",241010,"14:43:09.414","Yes",3
80,"L08",0.413125,1,"example1","CG",241010,"14:43:10.414","Yes",3
81,"L08",0.417171,1,"example1","CG",241010,"14:43:11.414","Yes",3
82,"L08",0.431019,1,"example1","CG",241010,"14:43:12.414","Yes",3
83,"L08",0.44215,1,"example1","CG",241010,"14:43:13.414","Yes",3
84,"L08",0.474018,1,"example1","CG",241010,"14:43:14.414","Yes",3
85,"L08",0.534407,1,"example1","CG",241010,"14:43:15.414","Yes",3
86,"L08",0.553299,1,"example1","CG",241010,"14:43:16.414","Yes",3
87,"L08",0.454203,1,"example1","CG",241010,"14:43:17.414","Yes",3
88,"L08",0.44764,1,"example1","CG",241010,"14:43:18.414","Yes",3
89,"L08",0.466909,1,"example1","CG",241010,"14:43:19.414","Yes",3
90,"L08",0.462928,1,"example1","CG",241010,"14:43:20.414","Yes",3
91,"L08",0.504942,1,"example1","CG",241010,"14:43:21.414","Yes",3
92,"L08",0.569854,1,"example1","CG",241010,"14:43:22.414","Yes",3
93,"L08",0.556566,1,"example1","CG",241010,"14:43:23.414","Yes",3
94,"L08",0.529939,1,"example1","CG",241010,"14:43:24.414","Yes",3
NA,"L08",NA,1,"example1","CG",241010,"F1","Yes",3
95,"L08",0.21785,1,"example1","CG",241010,"14:43:25.414","Yes",3
96,"L08",-0.966911,1,"example1","CG",241010,"14:43:26.414","Yes",3
97,"L08",3.04954,1,"example1","CG",241010,"14:43:27.414","Yes",3
NA,"L08",NA,1,"example1","CG",241010,"F1","Yes",3
98,"L08",-1.72701,1,"example1","CG",241010,"14:43:28.414","Yes",3
99,"L08",-2.02681,1,"example1","CG",241010,"14:43:29.414","Yes",3
100,"L08",0.782551,1,"example1","CG",241010,"14:43:30.414","Yes",3
NA,"L08",NA,1,"example1","CG",241010,"F1","Yes",3
101,"L08",2.35322,1,"example1","CG",241010,"14:43:31.414","Yes",3
102,"L08",4.11559,1,"example1","CG",241010,"14:43:32.414","Yes",3
103,"L08",6.01014,1,"example1","CG",241010,"14:43:33.414","Yes",3
NA,"L08",NA,1,"example1","CG",241010,"F1","Yes",3
104,"L08",7.84176,1,"example1","CG",241010,"14:43:34.414","Yes",3
105,"L08",9.06594,1,"example1","CG",241010,"14:43:35.414","Yes",3
106,"L08",9.67782,1,"example1","CG",241010,"14:43:36.414","Yes",3
107,"L08",7.59666,1,"example1","CG",241010,"14:43:37.414","Yes",3
108,"L08",0.807889,1,"example1","CG",241010,"14:43:38.414","Yes",3
109,"L08",-10.7871,1,"example1","CG",241010,"14:43:39.414","Yes",3
110,"L08",-22.043,1,"example1","CG",241010,"14:43:40.414","Yes",3
111,"L08",-32.9115,1,"example1","CG",241010,"14:43:41.414","Yes",3
112,"L08",-45.9099,1,"example1","CG",241010,"14:43:42.414","Yes",3
113,"L08",-51.0445,1,"example1","CG",241010,"14:43:43.414","Yes",3
114,"L08",-53.2579,1,"example1","CG",241010,"14:43:44.414","Yes",3
115,"L08",-58.9489,1,"example1","CG",241010,"14:43:45.414","Yes",3
116,"L08",-63.8347,1,"example1","CG",241010,"14:43:46.414","Yes",3
117,"L08",-67.175,1,"example1","CG",241010,"14:43:47.414","Yes",3
118,"L08",-69.0268,1,"example1","CG",241010,"14:43:48.414","Yes",3
119,"L08",-70.261,1,"example1","CG",241010,"14:43:49.414","Yes",3
120,"L08",-71.4883,1,"example1","CG",241010,"14:43:50.414","Yes",3
121,"L08",-72.122,1,"example1","CG",241010,"14:43:51.414","Yes",3
122,"L08",-72.2983,1,"example1","CG",241010,"14:43:52.414","Yes",3
123,"L08",-72.116,1,"example1","CG",241010,"14:43:53.414","Yes",3
124,"L08",-71.5231,1,"example1","CG",241010,"14:43:54.414","Yes",3
125,"L08",-70.7695,1,"example1","CG",241010,"14:43:55.414","Yes",3
126,"L08",-69.774,1,"example1","CG",241010,"14:43:56.414","Yes",3
127,"L08",-68.3926,1,"example1","CG",241010,"14:43:57.414","Yes",3
128,"L08",-66.7709,1,"example1","CG",241010,"14:43:58.414","Yes",3
129,"L08",-64.9106,1,"example1","CG",241010,"14:43:59.414","Yes",3
130,"L08",-62.854,1,"example1","CG",241010,"14:44:00.414","Yes",3
131,"L08",-60.8934,1,"example1","CG",241010,"14:44:01.414","Yes",3
132,"L08",-59.1091,1,"example1","CG",241010,"14:44:02.414","Yes",3
133,"L08",-57.3418,1,"example1","CG",241010,"14:44:03.414","Yes",3
134,"L08",-55.4473,1,"example1","CG",241010,"14:44:04.414","Yes",3
135,"L08",-53.3001,1,"example1","CG",241010,"14:44:05.414","Yes",3
136,"L08",-51.0522,1,"example1","CG",241010,"14:44:06.414","Yes",3
137,"L08",-49.239,1,"example1","CG",241010,"14:44:07.414","Yes",3
138,"L08",-47.5691,1,"example1","CG",241010,"14:44:08.414","Yes",3
139,"L08",-46.0013,1,"example1","CG",241010,"14:44:09.414","Yes",3
140,"L08",-44.3166,1,"example1","CG",241010,"14:44:10.414","Yes",3
141,"L08",-42.9507,1,"example1","CG",241010,"14:44:11.414","Yes",3
142,"L08",-42.2713,1,"example1","CG",241010,"14:44:12.414","Yes",3
143,"L08",-41.5605,1,"example1","CG",241010,"14:44:13.414","Yes",3
144,"L08",-41.2942,1,"example1","CG",241010,"14:44:14.414","Yes",3
145,"L08",-40.5272,1,"example1","CG",241010,"14:44:15.414","Yes",3
146,"L08",-38.9793,1,"example1","CG",241010,"14:44:16.414","Yes",3
147,"L08",-37.2274,1,"example1","CG",241010,"14:44:17.414","Yes",3
148,"L08",-35.7255,1,"example1","CG",241010,"14:44:18.414","Yes",3
149,"L08",-34.6711,1,"example1","CG",241010,"14:44:19.414","Yes",3
150,"L08",-33.7784,1,"example1","CG",241010,"14:44:20.414","Yes",3
151,"L08",-32.8963,1,"example1","CG",241010,"14:44:21.414","Yes",3
152,"L08",-32.0696,1,"example1","CG",241010,"14:44:22.414","Yes",3
153,"L08",-31.2439,1,"example1","CG",241010,"14:44:23.414","Yes",3
154,"L08",-30.4395,1,"example1","CG",241010,"14:44:24.414","Yes",3
155,"L08",-29.7288,1,"example1","CG",241010,"14:44:25.414","Yes",3
156,"L08",-29.0182,1,"example1","CG",241010,"14:44:26.414","Yes",3
157,"L08",-28.3911,1,"example1","CG",241010,"14:44:27.414","Yes",3
158,"L08",-27.8742,1,"example1","CG",241010,"14:44:28.414","Yes",3
159,"L08",-27.4408,1,"example1","CG",241010,"14:44:29.414","Yes",3
160,"L08",-26.9734,1,"example1","CG",241010,"14:44:30.414","Yes",3
161,"L08",-26.4764,1,"example1","CG",241010,"14:44:31.414","Yes",3
162,"L08",-26.0157,1,"example1","CG",241010,"14:44:32.414","Yes",3
163,"L08",-25.561,1,"example1","CG",241010,"14:44:33.414","Yes",3
164,"L08",-25.1331,1,"example1","CG",241010,"14:44:34.414","Yes",3
165,"L08",-24.6995,1,"example1","CG",241010,"14:44:35.414","Yes",3
166,"L08",-23.9965,1,"example1","CG",241010,"14:44:36.414","Yes",3
167,"L08",-23.4562,1,"example1","CG",241010,"14:44:37.414","Yes",3
168,"L08",-23.118,1,"example1","CG",241010,"14:44:38.414","Yes",3
169,"L08",-22.898,1,"example1","CG",241010,"14:44:39.414","Yes",3
170,"L08",-22.4985,1,"example1","CG",241010,"14:44:40.414","Yes",3
171,"L08",-22.1599,1,"example1","CG",241010,"14:44:41.414","Yes",3
172,"L08",-21.7455,1,"example1","CG",241010,"14:44:42.414","Yes",3
173,"L08",-21.3212,1,"example1","CG",241010,"14:44:43.414","Yes",3
174,"L08",-20.9197,1,"example1","CG",241010,"14:44:44.414","Yes",3
175,"L08",-20.6161,1,"example1","CG",241010,"14:44:45.414","Yes",3
176,"L08",-20.203,1,"example1","CG",241010,"14:44:46.414","Yes",3
177,"L08",-19.8487,1,"example1","CG",241010,"14:44:47.414","Yes",3
178,"L08",-19.5089,1,"example1","CG",241010,"14:44:48.414","Yes",3
179,"L08",-19.1346,1,"example1","CG",241010,"14:44:49.414","Yes",3
180,"L08",-18.8402,1,"example1","CG",241010,"14:44:50.414","Yes",3
181,"L08",-18.5341,1,"example1","CG",241010,"14:44:51.414","Yes",3
182,"L08",-18.1632,1,"example1","CG",241010,"14:44:52.414","Yes",3
183,"L08",-17.7854,1,"example1","CG",241010,"14:44:53.414","Yes",3
184,"L08",-17.3915,1,"example1","CG",241010,"14:44:54.414","Yes",3
185,"L08",-17.0457,1,"example1","CG",241010,"14:44:55.414","Yes",3
186,"L08",-16.703,1,"example1","CG",241010,"14:44:56.414","Yes",3
187,"L08",-16.2427,1,"example1","CG",241010,"14:44:57.414","Yes",3
188,"L08",-15.9108,1,"example1","CG",241010,"14:44:58.414","Yes",3
189,"L08",-15.6168,1,"example1","CG",241010,"14:44:59.414","Yes",3
190,"L08",-15.4019,1,"example1","CG",241010,"14:45:00.414","Yes",3
191,"L08",-15.2324,1,"example1","CG",241010,"14:45:01.414","Yes",3
192,"L08",-15.1348,1,"example1","CG",241010,"14:45:02.414","Yes",3
193,"L08",-14.9999,1,"example1","CG",241010,"14:45:03.414","Yes",3
194,"L08",-14.9555,1,"example1","CG",241010,"14:45:04.414","Yes",3
195,"L08",-14.8734,1,"example1","CG",241010,"14:45:05.414","Yes",3
196,"L08",-14.9236,1,"example1","CG",241010,"14:45:06.414","Yes",3
197,"L08",-14.9543,1,"example1","CG",241010,"14:45:07.414","Yes",3
198,"L08",-14.945,1,"example1","CG",241010,"14:45:08.414","Yes",3
199,"L08",-14.9555,1,"example1","CG",241010,"14:45:09.414","Yes",3
200,"L08",-14.9593,1,"example1","CG",241010,"14:45:10.414","Yes",3
201,"L08",-14.923,1,"example1","CG",241010,"14:45:11.414","Yes",3
202,"L08",-14.8783,1,"example1","CG",241010,"14:45:12.414","Yes",3
203,"L08",-14.8955,1,"example1","CG",241010,"14:45:13.414","Yes",3
204,"L08",-14.8206,1,"example1","CG",241010,"14:45:14.414","Yes",3
205,"L08",-14.7578,1,"example1","CG",241010,"14:45:15.414","Yes",3
206,"L08",-14.6576,1,"example1","CG",241010,"14:45:16.414","Yes",3
207,"L08",-14.6401,1,"example1","CG",241010,"14:45:17.414","Yes",3
208,"L08",-14.5742,1,"example1","CG",241010,"14:45:18.414","Yes",3
209,"L08",-14.5182,1,"example1","CG",241010,"14:45:19.414","Yes",3
210,"L08",-14.4311,1,"example1","CG",241010,"14:45:20.414","Yes",3
211,"L08",-14.3091,1,"example1","CG",241010,"14:45:21.414","Yes",3
212,"L08",-14.2122,1,"example1","CG",241010,"14:45:22.414","Yes",3
213,"L08",-14.0884,1,"example1","CG",241010,"14:45:23.414","Yes",3
214,"L08",-13.9614,1,"example1","CG",241010,"14:45:24.414","Yes",3
215,"L08",-13.8423,1,"example1","CG",241010,"14:45:25.414","Yes",3
216,"L08",-13.7322,1,"example1","CG",241010,"14:45:26.414","Yes",3
217,"L08",-13.6075,1,"example1","CG",241010,"14:45:27.414","Yes",3
218,"L08",-13.5251,1,"example1","CG",241010,"14:45:28.414","Yes",3
219,"L08",-13.4961,1,"example1","CG",241010,"14:45:29.414","Yes",3
220,"L08",-13.5218,1,"example1","CG",241010,"14:45:30.414","Yes",3
221,"L08",-13.6656,1,"example1","CG",241010,"14:45:31.414","Yes",3
222,"L08",-13.6959,1,"example1","CG",241010,"14:45:32.414","Yes",3
223,"L08",-13.7922,1,"example1","CG",241010,"14:45:33.414","Yes",3
224,"L08",-13.902,1,"example1","CG",241010,"14:45:34.414","Yes",3
225,"L08",-13.9181,1,"example1","CG",241010,"14:45:35.414","Yes",3
226,"L08",-13.914,1,"example1","CG",241010,"14:45:36.414","Yes",3
227,"L08",-13.9345,1,"example1","CG",241010,"14:45:37.414","Yes",3
228,"L08",-13.9344,1,"example1","CG",241010,"14:45:38.414","Yes",3
229,"L08",-13.9715,1,"example1","CG",241010,"14:45:39.414","Yes",3
230,"L08",-13.9516,1,"example1","CG",241010,"14:45:40.414","Yes",3
231,"L08",-13.8774,1,"example1","CG",241010,"14:45:41.414","Yes",3
232,"L08",-13.8461,1,"example1","CG",241010,"14:45:42.414","Yes",3
233,"L08",-13.759,1,"example1","CG",241010,"14:45:43.414","Yes",3
234,"L08",-13.7066,1,"example1","CG",241010,"14:45:44.414","Yes",3
235,"L08",-13.6764,1,"example1","CG",241010,"14:45:45.414","Yes",3
236,"L08",-13.577,1,"example1","CG",241010,"14:45:46.414","Yes",3
237,"L08",-13.5127,1,"example1","CG",241010,"14:45:47.414","Yes",3
238,"L08",-13.4715,1,"example1","CG",241010,"14:45:48.414","Yes",3
239,"L08",-13.4494,1,"example1","CG",241010,"14:45:49.414","Yes",3
240,"L08",-13.4499,1,"example1","CG",241010,"14:45:50.414","Yes",3
241,"L08",-13.4417,1,"example1","CG",241010,"14:45:51.414","Yes",3
242,"L08",-13.3725,1,"example1","CG",241010,"14:45:52.414","Yes",3
243,"L08",-13.3529,1,"example1","CG",241010,"14:45:53.414","Yes",3
244,"L08",-13.2368,1,"example1","CG",241010,"14:45:54.414","Yes",3
245,"L08",-13.195,1,"example1","CG",241010,"14:45:55.414","Yes",3
246,"L08",-13.1889,1,"example1","CG",241010,"14:45:56.414","Yes",3
247,"L08",-13.2285,1,"example1","CG",241010,"14:45:57.414","Yes",3
248,"L08",-13.2267,1,"example1","CG",241010,"14:45:58.414","Yes",3
249,"L08",-13.2115,1,"example1","CG",241010,"14:45:59.414","Yes",3
250,"L08",-13.1739,1,"example1","CG",241010,"14:46:00.414","Yes",3
251,"L08",-13.1379,1,"example1","CG",241010,"14:46:01.414","Yes",3
252,"L08",-13.1546,1,"example1","CG",241010,"14:46:02.414","Yes",3
253,"L08",-13.2659,1,"example1","CG",241010,"14:46:03.414","Yes",3
254,"L08",-13.2215,1,"example1","CG",241010,"14:46:04.414","Yes",3
255,"L08",-13.2864,1,"example1","CG",241010,"14:46:05.414","Yes",3
256,"L08",-13.3547,1,"example1","CG",241010,"14:46:06.414","Yes",3
257,"L08",-13.481,1,"example1","CG",241010,"14:46:07.414","Yes",3
258,"L08",-13.5873,1,"example1","CG",241010,"14:46:08.414","Yes",3
259,"L08",-13.6978,1,"example1","CG",241010,"14:46:09.414","Yes",3
260,"L08",-13.7232,1,"example1","CG",241010,"14:46:10.414","Yes",3
261,"L08",-13.7498,1,"example1","CG",241010,"14:46:11.414","Yes",3
262,"L08",-13.7433,1,"example1","CG",241010,"14:46:12.414","Yes",3
263,"L08",-13.7806,1,"example1","CG",241010,"14:46:13.414","Yes",3
264,"L08",-13.8279,1,"example1","CG",241010,"14:46:14.414","Yes",3
265,"L08",-13.8957,1,"example1","CG",241010,"14:46:15.414","Yes",3
266,"L08",-13.9474,1,"example1","CG",241010,"14:46:16.414","Yes",3
267,"L08",-13.9116,1,"example1","CG",241010,"14:46:17.414","Yes",3
268,"L08",-13.9082,1,"example1","CG",241010,"14:46:18.414","Yes",3
269,"L08",-13.7881,1,"example1","CG",241010,"14:46:19.414","Yes",3
270,"L08",-13.7542,1,"example1","CG",241010,"14:46:20.414","Yes",3
271,"L08",-13.6636,1,"example1","CG",241010,"14:46:21.414","Yes",3
272,"L08",-13.6263,1,"example1","CG",241010,"14:46:22.414","Yes",3
273,"L08",-13.5877,1,"example1","CG",241010,"14:46:23.414","Yes",3
274,"L08",-13.602,1,"example1","CG",241010,"14:46:24.414","Yes",3
275,"L08",-13.5973,1,"example1","CG",241010,"14:46:25.414","Yes",3
276,"L08",-13.6178,1,"example1","CG",241010,"14:46:26.414","Yes",3
277,"L08",-13.6712,1,"example1","CG",241010,"14:46:27.414","Yes",3
278,"L08",-14.0009,1,"example1","CG",241010,"14:46:28.414","Yes",3
279,"L08",-14.0331,1,"example1","CG",241010,"14:46:29.414","Yes",3
280,"L08",-14.0692,1,"example1","CG",241010,"14:46:30.414","Yes",3
281,"L08",-14.1466,1,"example1","CG",241010,"14:46:31.414","Yes",3
282,"L08",-14.1108,1,"example1","CG",241010,"14:46:32.414","Yes",3
283,"L08",-14.1384,1,"example1","CG",241010,"14:46:33.414","Yes",3
284,"L08",-14.0896,1,"example1","CG",241010,"14:46:34.414","Yes",3
285,"L08",-14.6626,1,"example1","CG",241010,"14:46:35.414","Yes",3
286,"L08",-14.7727,1,"example1","CG",241010,"14:46:36.414","Yes",3
287,"L08",-14.4123,1,"example1","CG",241010,"14:46:37.414","Yes",3
288,"L08",-14.3316,1,"example1","CG",241010,"14:46:38.414","Yes",3
289,"L08",-14.2522,1,"example1","CG",241010,"14:46:39.414","Yes",3
290,"L08",-14.2427,1,"example1","CG",241010,"14:46:40.414","Yes",3
291,"L08",-14.2549,1,"example1","CG",241010,"14:46:41.414","Yes",3
292,"L08",-14.2397,1,"example1","CG",241010,"14:46:42.414","Yes",3
293,"L08",-14.2607,1,"example1","CG",241010,"14:46:43.414","Yes",3
294,"L08",-14.2487,1,"example1","CG",241010,"14:46:44.414","Yes",3
295,"L08",-14.2839,1,"example1","CG",241010,"14:46:45.414","Yes",3
296,"L08",-14.3696,1,"example1","CG",241010,"14:46:46.414","Yes",3
297,"L08",-14.386,1,"example1","CG",241010,"14:46:47.414","Yes",3
298,"L08",-14.3362,1,"example1","CG",241010,"14:46:48.414","Yes",3
299,"L08",-14.3143,1,"example1","CG",241010,"14:46:49.414","Yes",3
300,"L08",-14.3755,1,"example1","CG",241010,"14:46:50.414","Yes",3
301,"L08",-14.5232,1,"example1","CG",241010,"14:46:51.414","Yes",3
302,"L08",-14.5676,1,"example1","CG",241010,"14:46:52.414","Yes",3
303,"L08",-14.6158,1,"example1","CG",241010,"14:46:53.414","Yes",3
304,"L08",-14.658,1,"example1","CG",241010,"14:46:54.414","Yes",3
305,"L08",-14.7005,1,"example1","CG",241010,"14:46:55.414","Yes",3
306,"L08",-14.7371,1,"example1","CG",241010,"14:46:56.414","Yes",3
307,"L08",-14.8066,1,"example1","CG",241010,"14:46:57.414","Yes",3
308,"L08",-14.817,1,"example1","CG",241010,"14:46:58.414","Yes",3
309,"L08",-14.9169,1,"example1","CG",241010,"14:46:59.414","Yes",3
310,"L08",-15.0608,1,"example1","CG",241010,"14:47:00.414","Yes",3
311,"L08",-15.3216,1,"example1","CG",241010,"14:47:01.414","Yes",3
312,"L08",-15.6325,1,"example1","CG",241010,"14:47:02.414","Yes",3
313,"L08",-16.0094,1,"example1","CG",241010,"14:47:03.414","Yes",3
314,"L08",-16.0693,1,"example1","CG",241010,"14:47:04.414","Yes",3
315,"L08",-16.161,1,"example1","CG",241010,"14:47:05.414","Yes",3
316,"L08",-16.1857,1,"example1","CG",241010,"14:47:06.414","Yes",3
317,"L08",-16.1377,1,"example1","CG",241010,"14:47:07.414","Yes",3
318,"L08",-16.0763,1,"example1","CG",241010,"14:47:08.414","Yes",3
319,"L08",-15.9712,1,"example1","CG",241010,"14:47:09.414","Yes",3
320,"L08",-15.9157,1,"example1","CG",241010,"14:47:10.414","Yes",3
321,"L08",-15.8428,1,"example1","CG",241010,"14:47:11.414","Yes",3
322,"L08",-15.7769,1,"example1","CG",241010,"14:47:12.414","Yes",3
323,"L08",-15.7036,1,"example1","CG",241010,"14:47:13.414","Yes",3
324,"L08",-15.6573,1,"example1","CG",241010,"14:47:14.414","Yes",3
325,"L08",-15.6108,1,"example1","CG",241010,"14:47:15.414","Yes",3
326,"L08",-15.5669,1,"example1","CG",241010,"14:47:16.414","Yes",3
327,"L08",-15.5577,1,"example1","CG",241010,"14:47:17.414","Yes",3
328,"L08",-15.483,1,"example1","CG",241010,"14:47:18.414","Yes",3
329,"L08",-15.4726,1,"example1","CG",241010,"14:47:19.414","Yes",3
330,"L08",-15.4538,1,"example1","CG",241010,"14:47:20.414","Yes",3
331,"L08",-15.4385,1,"example1","CG",241010,"14:47:21.414","Yes",3
332,"L08",-15.4378,1,"example1","CG",241010,"14:47:22.414","Yes",3
333,"L08",-15.4574,1,"example1","CG",241010,"14:47:23.414","Yes",3
334,"L08",-15.4875,1,"example1","CG",241010,"14:47:24.414","Yes",3
335,"L08",-15.4629,1,"example1","CG",241010,"14:47:25.414","Yes",3
336,"L08",-15.4042,1,"example1","CG",241010,"14:47:26.414","Yes",3
337,"L08",-15.3754,1,"example1","CG",241010,"14:47:27.414","Yes",3
338,"L08",-15.3085,1,"example1","CG",241010,"14:47:28.414","Yes",3
339,"L08",-15.3292,1,"example1","CG",241010,"14:47:29.414","Yes",3
340,"L08",-15.3257,1,"example1","CG",241010,"14:47:30.414","Yes",3
341,"L08",-15.3382,1,"example1","CG",241010,"14:47:31.414","Yes",3
342,"L08",-15.3154,1,"example1","CG",241010,"14:47:32.414","Yes",3
343,"L08",-15.3451,1,"example1","CG",241010,"14:47:33.414","Yes",3
344,"L08",-15.3746,1,"example1","CG",241010,"14:47:34.414","Yes",3
345,"L08",-15.3573,1,"example1","CG",241010,"14:47:35.414","Yes",3
346,"L08",-15.4124,1,"example1","CG",241010,"14:47:36.414","Yes",3
347,"L08",-15.4237,1,"example1","CG",241010,"14:47:37.414","Yes",3
348,"L08",-15.4652,1,"example1","CG",241010,"14:47:38.414","Yes",3
349,"L08",-15.5303,1,"example1","CG",241010,"14:47:39.414","Yes",3
350,"L08",-15.4833,1,"example1","CG",241010,"14:47:40.414","Yes",3
